Ind,lum,whiteR,whiteG,whiteB
PPG1,160.54358974358976,160.31805668016193,160.46267206477734,160.85004048582996
PPG2,159.73789257411212,159.76724390959788,159.68359260346347,159.76284120927502
PPG3,163.06337894336752,162.46664766248574,164.25541619156215,162.46807297605474
PPG4,160.5808523898557,160.53200057529125,160.53530849992808,160.67524809434775
PPG5,163.7577380952381,163.13733766233767,163.8793831168831,164.2564935064935
PPG6,162.62504577077996,162.06700842182352,162.8967411204687,162.9113877700476
PPG7,164.28730638458634,164.36465810351342,164.4747827729505,164.02247827729505
PPG8,158.70337984496123,158.60037209302325,159.11069767441862,158.39906976744186
PPG9,166.18039509877468,165.23270817704426,166.9206301575394,166.38784696174042
PPG10,162.53658536585365,162.47925427530137,162.5232688533782,162.60723296888142
PPG11,167.3928108587409,166.21731123388582,168.7755269081236,167.1855944342132
PPG12,166.38895569327536,166.4537970585515,166.5723799833503,166.14069003792434
PPG13,164.28445595854922,163.48825561312609,164.6497409326425,164.7153713298791
PPG14,165.78528610354223,165.3343324250681,165.4866485013624,166.5348773841962
PPG15,167.14352070540073,166.43599433160134,166.90599905526688,168.08856872933396
PPG16,165.22087542087544,164.35975135975136,166.12727272727273,165.17560217560217
PPG17,167.52919132149904,165.93343195266272,167.68313609467455,168.97100591715977
PPG18,159.7716049382716,159.28703703703704,160.0601851851852,159.96759259259258
PPG19,163.65015119795302,163.57641311933008,163.44748778785765,163.92655268667133
PPG20,155.04412747938488,155.13951415199466,155.81836416313794,154.17450412302207
PPG21,162.65668757523918,162.38747386428437,163.42187796996768,162.1607108914655
PPG22,163.96043165467628,163.66749100719426,164.2767535971223,163.93705035971223
PPG23,162.0470028459623,161.6520811099253,162.95851120597652,161.53041622198506
PPG24,164.30790499501404,164.3493336959478,164.37652977971172,164.19785150938264
PPG25,164.54938125640422,163.64057696855048,164.9330811066446,165.0744856940175
PPG26,164.25115375273256,164.2101044449842,164.2758076269128,164.2675491863007
PPG27,161.9182329317269,161.81156626506024,162.39855421686747,161.544578313253
PPG28,166.4262788365095,166.02507522567703,166.3234704112337,166.93029087261786
PPG29,166.4112802595458,165.76141751934117,166.62191165460445,166.8505116046918
PPG30,164.09119420989143,164.18721351025332,164.2311218335344,163.8552472858866
PPG31,165.45453346521595,164.40692383778438,166.29594460929772,165.66073194856577
PPG32,165.9079068450485,164.89084731365472,166.19112338076025,166.6417498407305
PPG33,167.59749729037344,166.6449896541531,167.75347324859592,168.39402896837126
PPG34,164.1878634105085,164.13780526482714,164.47145575642244,163.95432921027592
PPG35,165.97873732417403,165.03778213935232,166.17639842983317,166.72203140333662
PPG36,163.77091850640502,163.19732897247206,163.9341782502044,164.18124829653857
PPG37,162.39727315467795,162.07475317348377,162.56558533145275,162.55148095909732
PPG38,162.00597539543057,161.02214411247803,163.1725834797891,161.8231985940246
PPG39,162.21384631425295,161.2646230841414,162.82546137003442,162.55145448858303
PPG40,159.3905919175182,158.69428334714166,160.10756697045016,159.3699254349627
PPG41,162.19401749822654,161.1429415937574,163.25384251596122,162.18526838496098
PPG42,161.39044325683747,161.33259981138008,161.41601173635127,161.4227182227811
PPG43,165.12016961651918,164.479092920354,165.82787610619468,165.05353982300886
PPG44,162.3409065410075,161.70918882531134,163.084651632447,162.22887916526423
PPG45,159.6485006344754,158.92486475656182,160.10859547184933,159.91204167501502
PPG46,162.61841584158415,162.0168316831683,163.49554455445545,162.3428712871287
PPG47,166.67036011080333,166.1104075979422,167.2034032449545,166.69726948951325
PPG48,160.48300014592152,159.88413833357654,160.776886035313,160.78797606887494
PPG49,161.85089722675366,161.38009787928223,162.13931484502447,162.03327895595433
PPG50,162.00031028368792,161.3280585106383,162.57140957446808,162.10146276595745
PPG51,163.73134328358208,162.99022130725683,164.61657231085948,163.58723623262995
PPG52,165.14655618850335,164.7260486794407,165.22889694458829,165.4847229414811
PPG53,160.25951646090536,159.60725308641975,160.62885802469137,160.54243827160494
PPG54,159.90761548064918,159.03932584269663,160.0880149812734,160.59550561797752
PPG55,163.04205400619742,162.24037184594954,163.26826029216468,163.6175298804781
