Ind,Img,Xnotch1,Ynotch1,Xnotch2,Ynotch2,Xattach,Yattach
PPG1,1,855.4595218562457,224.6278425039592,654.9601265470977,266.51905199447026,749.9503257214187,311.57370412863725
PPG1,2,810.875326481079,234.71516023136897,609.3415617041459,277.2795844079968,703.4383037504932,322.09359524003713
PPG1,3,764.2587260058742,249.53281818764768,560.0602279383653,277.28846381343857,651.3023763567436,328.7432984787342
PPG1,4,721.4008685031408,257.58678503142374,514.813647493346,282.95568909846713,607.4434083665797,335.9060135904127
PPG1,5,637.1754964863698,284.5113109540836,430.4316021193266,292.3278503717303,515.6315097039362,352.3022388408578
PPG1,6,586.8168264323675,350.4986444532817,403.3334510644689,254.39579738931465,449.77526915104426,350.274485577699
PPG1,7,582.3837857535729,359.5238588111992,410.3312530915699,244.5820985995585,445.5838333819976,345.6909657481717
PPG1,8,580.0784241324791,363.4414329657805,407.0290175520337,248.83591752544427,440.7562802242015,349.26709551862984
PPG1,9,579.7380622571068,364.71456763440654,404.4395072979749,251.97021601451763,440.1793884206852,352.4441883993858
PPG1,10,578.411381676158,367.5498025228213,402.997962813597,252.50916784540613,440.2798740809863,355.5722300921893
PPG1,11,575.1975332249134,373.66609755760817,402.8050723040378,254.53979668081448,436.6855636902259,357.70136841332226
PPG1,12,576.0550531377384,377.3060750178671,399.0125778127164,261.374695550971,435.8021971684429,363.8693224880931
PPG1,13,580.5093782169237,376.16676341440495,399.47416805752727,264.60656503000854,441.113803004376,366.90774565997646
PPG1,14,579.9504598965378,378.58449672718416,396.0351530051571,268.000302071448,438.6960827864488,370.90178075415616
PPG1,15,580.087183292068,378.4299745797611,391.1591560523026,275.08453153184905,436.5939784443032,375.90759026147913
PPG1,16,575.5063204014685,384.9071219864021,385.69483508843473,277.70562554766974,432.8066190068495,380.4339270670238
PPG1,17,574.5609679046197,387.8762648948765,378.869841522774,288.09156709784975,430.7646536751129,389.9344215313727
PPG1,18,569.6368904428782,387.5499067694504,365.0533486468614,302.8161623115931,425.5239203784973,400.0613317641189
PPG1,19,568.3277860974669,361.52902996001495,344.574126227622,352.6264636650433,435.3367119279234,423.7335586224037
PPG1,20,564.7146635107564,355.988203383434,337.418002038996,361.3803345609698,434.22783159818016,425.7528946397239
PPG1,21,567.1040961868684,350.3802379343573,335.3542615009219,361.3388287742818,436.6103027310667,423.6458689262922
PPG1,22,564.419914353409,351.51814152041584,329.1748577221234,364.2591594973836,431.986690067645,425.92196417191786
PPG1,23,566.6596915604061,348.9838917285444,328.43873659943364,360.9426906164009,433.4493286324324,423.3933728538932
PPG1,24,563.4970013155811,356.3471964363265,320.7896567773267,363.0461184079029,425.9485079782465,426.8524887010261
PPG1,25,555.7326959915956,312.6201323530456,327.1631521618786,404.806187691704,449.6803686825728,428.5370521597534
PPG1,26,551.8054769114008,301.04688222960624,328.1959579208989,421.4221975268383,455.1841725010152,428.20269481550565
PPG1,27,535.7283561942193,302.51932311745617,308.003909956718,429.2316269719153,435.77889667651306,433.6720686105414
PPG1,28,523.5207795227298,302.0627744460724,302.31323550905915,438.2237665680509,431.70859612432713,437.0085276564042
PPG1,29,519.1591881874614,307.2425210696345,292.4103434013532,441.3566847317658,424.8844750761605,441.9794373212135
