Ind,Img,Xnotch1,Ynotch1,Xnotch2,Ynotch2,Xattach,Yattach
PPG12,1,81.86054166105495,267.3334472629686,282.12871760460155,154.79450274304023,238.72032149511816,264.4403808009785
PPG12,2,86.13113569155017,264.6301877005283,285.7325706913804,153.7548995209571,245.074802761436,262.9226102538344
PPG12,3,89.07954104449979,269.9941473644454,290.76231398774746,154.93431935717507,251.1251779600383,262.95942482810403
PPG12,4,93.99369943717032,267.4881855258325,294.6515328183294,152.62642798866,253.0089455384537,261.9890607268197
PPG12,5,99.01605831629772,267.6271201293139,299.16557329867743,155.1228575604471,260.91063893949894,263.5589350619813
PPG12,6,101.0662213252312,268.0047655703105,302.01564915136976,154.3308269076175,261.5064958079538,263.0985314252531
PPG12,7,103.16732022074004,266.40112850096745,303.3544785557082,153.19970630082886,259.2323655823238,264.896610471265
PPG12,8,104.28498543427996,266.3200688884952,304.15589048867326,152.45244125970603,259.07215426283,266.12369856340626
PPG12,9,104.47803861655964,265.2132365279547,307.717065484941,154.7842989194618,264.9716081579139,262.97015928166354
PPG12,10,104.22509133235532,265.21695834103946,307.2915968980475,151.83723327801226,260.2215105215072,265.2904260551958
PPG12,11,105.87512363787914,265.24378448297625,308.9365479971435,152.52470138029116,263.2733781374018,263.8687243660908
PPG12,12,108.0667946027664,265.0913114651331,311.78739295149103,154.9766195783533,263.49959622265374,267.04825011220044
PPG12,13,108.4853649944612,266.76209912088825,314.8899402311939,155.56272454995604,265.1760951377743,266.52385605308336
PPG12,14,108.00415158004012,264.3364368842863,314.0510016083474,152.67398812356683,265.4756451494726,265.7760448077114
PPG12,15,109.71891596839464,263.0221391061334,315.0826495641025,152.56066778034642,267.31909278547903,265.1952379398428
PPG12,16,110.29007219950132,264.54219739257206,317.52636631424474,154.9712983895591,269.58488938999244,266.49449238108434
PPG12,17,110.58644262447254,264.8582696340006,319.16382017384853,156.77207312212818,270.6237149084858,269.47374696751547
PPG12,18,110.68761998078644,262.60313557301646,320.43980814254644,160.95193921077572,269.3100953825643,271.5138319818015
PPG12,19,112.48665550740633,264.6803518264124,319.8735197302089,159.6868891149003,271.2517663098094,271.43293806045835
PPG12,20,113.74626107426263,266.40680973030214,320.3621378175384,161.95364852186398,272.73325817285524,273.11493814017035
PPG12,21,114.0913914034546,266.51056358167153,321.2346999755696,164.0985957800385,274.69334919114044,274.3767710001615
PPG12,22,113.58405756416649,267.07670664840805,323.4069716497644,168.80011394847918,274.2484631491267,279.972125794419
