Ind,Img,Xnotch1,Ynotch1,Xnotch2,Ynotch2,Xattach,Yattach
PPG1,1,261.0372145839644,276.9661220820082,486.4280773206079,368.74306065196726,335.9991470743633,374.1920489618561
PPG1,2,259.592512336892,277.93969906241733,486.2696350073957,369.0924941916028,332.1344340461568,373.5064096936263
PPG1,3,257.2029643871992,277.2063659877492,485.01684302263857,369.93924587474464,330.27031118227217,375.2703958170711
PPG1,4,256.3257079413958,278.395676420757,484.3839808822626,370.1865059671195,331.0344122436445,374.64252436353314
PPG1,5,254.9445693798129,277.5461933561089,482.9035590632181,369.9657475105307,329.6746281118293,375.0094535437535
PPG1,6,250.28615402358105,275.6263862175591,485.3592018054971,368.52754946548873,329.7616738868571,376.3092634863388
PPG1,7,255.0305647975548,277.82739392987367,484.3645010801788,368.8571374634628,329.31632087363266,375.3314001574472
PPG1,8,253.2527950979748,280.44508494012587,484.2860616468536,369.0079186273321,329.45345786851124,375.741082673534
PPG1,9,251.7505837728752,282.8388219492361,486.1640493699986,365.21885158346544,330.00776331131976,375.6133598789104
PPG1,10,249.772220106502,281.5005084446825,487.2467158069932,362.89453265799466,331.7818029265404,375.04728769352687
PPG1,11,252.40782804704853,284.5322458833746,488.2874260542181,366.6663152829569,332.4319619016765,379.49211800692575
PPG1,12,250.93692198476907,283.9013169273601,491.79155014446,367.6902407863038,334.0354991192807,378.3203051307041
PPG1,13,253.046157014129,286.0259741870667,498.7798129016314,371.9998789792592,336.4129544462899,381.2700937565894
PPG1,14,253.0006609459468,285.4331292210212,504.271931058332,371.9502918370887,341.75235136213155,380.617115326968
PPG1,15,254.44244143336053,285.99673517288085,505.8492463966297,374.7916466133575,338.25408523780953,381.3473933486772
PPG1,16,252.55607725043583,292.8691502145499,508.87709582592254,376.3822031511819,341.9132966125209,386.57020466049096
PPG1,17,246.37200996905955,297.07033040392633,512.815838139965,381.3585151624523,343.09057080799727,391.4919366310122
PPG1,18,244.200737988927,299.7504964980458,512.9994641747709,387.0315790563805,339.18583668278984,395.7010709604706
PPG1,19,241.76673263211336,303.81294797847767,512.8941235534011,389.0859093953181,342.58033981428747,398.23689501028514
PPG1,20,239.5129207877662,307.27719088222807,514.5551928632985,391.40042814604107,341.41887183455543,400.29754750774816
PPG1,21,237.5355729239795,311.31959249553574,517.6714643727801,396.1206196723976,345.515132956634,405.99702108871
PPG1,22,237.17430323655665,311.8169087945182,520.2169834494737,397.3585756053344,346.87398639922003,406.19621381912384
PPG1,23,236.74838723930355,311.7320622886575,522.1377114546433,398.7752872445346,344.8594699304762,405.86545000262754
PPG1,24,238.94170132879617,312.56510983352666,523.5808486134263,399.1708052745103,343.7909562081402,408.2443993064101
PPG1,25,234.000610461946,312.16146717252843,525.7383428244336,401.524969138416,343.0668358102332,407.3684791811263
PPG1,26,233.3137468409164,312.0611876437976,528.3594574389845,400.48142002397657,344.6825808644889,408.8071202756174
PPG1,27,231.4744426329204,313.0545219784349,528.1600709267741,400.492918247004,344.6239371497288,408.1364775736608
PPG1,28,228.9014901757629,311.6871087370617,531.1044321933991,400.39335445472994,343.8836718054394,408.9447881086808
PPG1,29,535.0650680766964,399.920003467829,242.9615839124993,318.2855875971419,346.08147550273435,407.5159643777216
PPG1,30,533.8122240799828,401.8472697237961,229.07291543009512,310.84946754744783,338.61943584615284,408.6640511295424
PPG1,31,535.5772496330349,401.8873338081356,230.83794098314712,310.88953163178746,343.20956067147023,409.3098623153944
PPG1,32,534.2795696138492,401.535588983074,240.2080967466672,315.04151978908766,342.8668093734385,409.8546063085615
PPG1,33,534.3097315913958,402.1194485859684,239.93954431729435,316.1306841266661,342.332492976669,408.1214055721106
PPG1,34,536.3283771979259,402.40491773994137,237.9832017558901,315.6272856061296,341.2809423969867,408.670368701749
PPG1,35,537.4067580433735,402.5932596561552,236.76539651537564,315.56544888634266,342.12467231877827,408.4395839723604
PPG1,36,538.3250526600636,402.8358502986745,237.60615817573373,316.36462204879484,342.50650638565355,409.93132840120455
PPG1,37,540.1044501240192,402.70047363329314,235.2041305896168,316.0313819516435,341.2334803014328,409.6773005587551
PPG1,38,543.4332668837267,404.6170183086231,233.538669891204,315.5432006014356,341.4786469262919,408.9571094737902
PPG1,39,544.8388567875738,405.3044660900053,231.91505318214087,315.67486366497604,339.2222236783515,409.95632721392366
PPG1,40,546.7121947773594,404.0305600363133,231.10932233694385,314.523421212753,339.5099728728092,409.1318286188464
PPG1,41,548.4377946336333,405.3169292123355,231.92682258226813,315.4806301903552,340.06311413887494,408.707154679016
PPG1,42,550.8851607937378,405.7135608521592,230.06770365374007,313.6921178459607,339.9366165949571,408.90411019084286
PPG1,43,550.4542679184156,406.65700033259526,229.6181486478072,315.3763887949293,340.83797235357895,411.0922404084144
PPG1,44,551.8902320098925,406.94760845442727,228.22609086677133,315.13040428849064,337.2715487566018,408.2237007657814
PPG1,45,555.7707914808774,408.69996039057537,225.65789435240123,313.83977853657046,336.3125870638903,409.24321385733685
PPG1,46,556.2408696741757,410.0964411067686,224.79687520134752,313.9605328318077,336.1279214731902,410.11644054223206
PPG1,47,557.5193028338144,410.9311604663916,222.40742664754515,314.610708745366,336.0873090558098,411.0623620662152
PPG1,48,559.5468189267822,411.6171344391648,218.09380783330192,310.0350285430251,335.8482308787481,412.3364158620941
PPG1,49,561.8206211545837,412.9049252250679,219.13937009749657,313.8973931935361,334.70990687292795,412.63024455732943
PPG1,50,563.9784382916218,415.9090685298279,216.44252176827376,314.31842521805385,333.47576924718777,414.6366696514759
PPG1,51,566.3692474776716,416.1749896755253,213.10156626007176,313.06727750553875,334.1691478733863,415.265110585231
PPG1,52,568.933515360783,417.4126412760117,212.592699174786,314.8233796811454,332.0131315406819,416.530206058986
PPG1,53,572.4565674387753,419.0056746110383,209.9400368026841,313.3860080855573,331.1829830203346,416.3003138955991
PPG1,54,576.9969945175374,420.8009292936569,206.9177459269115,313.41672572624674,331.3229651113386,416.8960730439925
PPG1,55,580.9196507994666,420.89238993516506,205.65437472113973,314.467339648821,330.2535825799576,416.9430890413004
PPG1,56,183.6939485700432,304.010533155212,583.533882768161,420.8493926799711,325.3887965797693,417.91470871687625
PPG1,57,183.9671616646056,304.43426753225674,583.8070958627234,421.2731270570159,329.4340825063871,416.8789048626106
PPG1,58,173.04670013125943,302.93685576011416,586.4485766235304,422.8342564310559,326.1807191190039,418.2230536121854
PPG1,59,174.1684915010239,303.0520749287877,587.5703679932949,422.9494755997295,329.50173871915285,418.6342299909495
PPG1,60,177.98188983307648,304.6027957835525,587.1488523519732,422.1203125555056,326.3760715462384,419.0337678723555
PPG10,1,447.8151040172859,200.42348957601388,225.84221457211288,365.9335377746903,270.7047574653874,219.16304445931743
PPG10,2,446.7405304099663,200.740495789214,225.5630464341829,364.5960913497901,268.91859155457485,217.8501549673867
PPG10,3,445.0764141504094,198.27161481122928,226.83415665453623,366.9466927279516,268.48896739891666,218.76837383162044
PPG10,4,445.86861429016494,200.33064383504103,225.3297220783483,365.18299451464657,266.9280926172453,218.8205705920784
PPG10,5,443.8022057328751,196.46689933990217,222.6607633727253,366.653736903008,266.02058663773886,216.9325199345776
PPG10,6,443.7320642635523,196.7964278590723,223.3152788346041,366.2173962490264,265.8374925426209,217.775211043355
PPG10,7,444.6346520476575,194.80621647066863,225.0003095218508,366.4211906368705,266.42102505167577,215.75714897623303
PPG10,8,441.2902381702692,188.8707000851574,222.3382448230424,366.13020929893526,261.2845054028571,214.6809177141056
PPG10,9,441.9767426613089,187.5505120184604,224.20048977380785,366.5366631146544,264.796233305293,212.62056539263733
PPG10,10,437.3953531204555,181.81830965744865,220.42326674705748,366.9131578317656,256.95536623583183,212.40927765991628
PPG10,11,439.2227382698565,178.51211226233892,220.48638375578832,367.2056969317559,256.64435927094127,212.82633111460643
PPG10,12,441.7791630132949,178.25878096508768,220.76192052621647,368.789526313717,258.60896519769244,210.0748908972936
